BestellungID;KundeID;VereinsPartnerID;Kreditkarte;GueltigBis;KKFirma;Kaufdatum;ProduktID;Menge;Preis;Rabatt
RS0002475;;Blaetterglueck;396607002400;09/18;Mastercard;01.10.2018;54;47;275,45;0,28
RS0002476;394;Blaetterglueck;DE55586512400001060743;06/84;Mastercard;01.10.2018;67;43;231,76;6,70
RS0002477;46;Blaetterglueck;565919000000;10/75;Mastercard;01.10.2018;112;43;49,65;11,20
RS0002478;;Blaetterglueck;663708004000;01/18;VISA;01.10.2018;73;38;367,30;7,30
RS0002478;;Blaetterglueck;663708004000;43126;VISA;01.10.2018;110;43;246,84;
RS0002479;;Blaetterglueck;DE73752617000003840931;04/93;VISA;01.10.2018;105;18;125,19;0,19
RS0002480;261;Blaetterglueck;382905010100;07/20;Mastercard;01.10.2018;13;21;410,41;1,30
RS0002481;;Blaetterglueck;DE98428624510004547896;09/06;Mastercard;01.10.2018;23;45;219,83;0,95
RS0002482;330;Blaetterglueck;DE83222500200008944123;01/16;VISA;01.10.2018;90;20;572,89;9,00
RS0002483;169;Blaetterglueck;481505040000;07/17;Mastercard;01.10.2018;72;32;573,89;7,20
RS0002483;169;Blaetterglueck;481505040000;42933;Mastercard;01.10.2018;35;43;134,89;
RS0002483;169;Blaetterglueck;481505040000;42933;Mastercard;01.10.2018;82;35;230,97;
RS0002484;;Blaetterglueck;DE07753600110001499253;06/14;Mastercard;01.10.2018;91;45;261,93;9,10
RS0002485;;Blaetterglueck;DE66370697070000243758;07/19;Mastercard;01.10.2018;99;13;298,22;9,90
RS0002486;341;Blaetterglueck;DE81760800400004137874;04/11;VISA;01.10.2018;1;47;220,86;0,10
RS0002487;;Blaetterglueck;281307000000;11/13;American Express;01.10.2018;89;29;100,09;8,90
RS0002488;110;Blaetterglueck;432916269700;07/16;Mastercard;01.10.2018;120;36;396,77;12,00
RS0002488;110;Blaetterglueck;432916269700;42563;Mastercard;01.10.2018;38;18;125,37;
RS0002488;110;Blaetterglueck;432916269700;42563;Mastercard;01.10.2018;105;39;124,46;
RS0002489;;Blaetterglueck;081805500000;04/90;VISA;01.10.2018;119;10;579,89;11,90
RS0002490;279;Blaetterglueck;475086432200;12/13;American Express;01.10.2018;55;42;174,92;5,50
RS0002491;;Blaetterglueck;297005307000;04/15;VISA;01.10.2018;64;42;243,44;6,40
RS0002492;14;Blaetterglueck;957435000000;05/73;VISA;01.10.2018;122;37;164,21;12,20
RS0002493;;Blaetterglueck;565009300000;10/11;Mastercard;01.10.2018;108;24;105,37;10,80
RS0002493;;Blaetterglueck;565009300000;40838;Mastercard;01.10.2018;5;31;499,46;
RS0002493;;Blaetterglueck;565009300000;40838;Mastercard;01.10.2018;104;38;117,70;
RS0002494;;Blaetterglueck;085003050000;11/13;American Express;01.10.2018;68;17;326,70;6,80
RS0002495;218;Blaetterglueck;036945006500;09/96;Mastercard;01.10.2018;27;11;208,92;2,70
RS0002496;;Blaetterglueck;875086231100;04/91;VISA;01.10.2018;62;38;586,89;6,20
RS0002497;;Blaetterglueck;DE34830505050003628429;12/19;American Express;01.10.2018;64;32;339,66;6,40
RS0002498;;Blaetterglueck;698107002400;12/02;American Express;01.10.2018;17;33;297,93;1,70
RS0002498;;Blaetterglueck;698107002400;37609;American Express;01.10.2018;119;20;63,83;
RS0002499;389;Blaetterglueck;DE66360893210009057036;10/17;Mastercard;01.10.2018;109;13;185,95;10,90
RS0002500;;Blaetterglueck;846005010100;01/05;VISA;01.10.2018;125;25;185,11;12,50
RS0002501;138;Blaetterglueck;985075009400;06/20;Mastercard;01.10.2018;57;2;493,98;5,70
RS0002502;;Blaetterglueck;DE51520613030006538429;09/93;Mastercard;01.10.2018;37;37;395,26;3,70
RS0002503;369;Blaetterglueck;DE30765500000002960875;03/21;VISA;01.10.2018;69;47;68,33;6,90
RS0002503;369;Blaetterglueck;DE30765500000002960875;44258;VISA;01.10.2018;112;49;434,31;
RS0002503;369;Blaetterglueck;DE30765500000002960875;44258;VISA;01.10.2018;17;21;439,83;
RS0002504;82;Blaetterglueck;266835004800;09/97;Mastercard;01.10.2018;83;38;434,71;8,30
RS0002505;;Blaetterglueck;496655007000;02/16;VISA;01.10.2018;123;9;347,26;12,30
RS0002506;;Blaetterglueck;367004004800;05/15;VISA;01.10.2018;115;27;428,24;11,50
RS0002507;;Blaetterglueck;435902009000;07/01;Mastercard;01.10.2018;105;15;298,10;10,50
RS0002508;90;Blaetterglueck;756005010100;07/16;Mastercard;01.10.2018;103;3;44,49;10,30
RS0002508;90;Blaetterglueck;756005010100;42557;Mastercard;01.10.2018;12;30;499,55;
RS0002508;90;Blaetterglueck;756005010100;42557;Mastercard;01.10.2018;113;5;413,82;
RS0002509;;Blaetterglueck;DE16765600600005260332;08/08;Mastercard;01.10.2018;81;14;599,89;8,10
RS0002510;137;Blaetterglueck;956306148600;08/13;Mastercard;01.10.2018;28;15;464,82;2,80
RS0002511;;Blaetterglueck;976209180000;10/85;Mastercard;01.10.2018;13;5;158,94;1,30
RS0002512;375;Blaetterglueck;DE86790300010005584201;02/98;VISA;01.10.2018;75;29;350,24;0,89
RS0002513;;Blaetterglueck;814725155000;08/05;Mastercard;01.10.2018;91;11;178,04;9,10
RS0002513;;Blaetterglueck;814725155000;38580;Mastercard;01.10.2018;5;45;233,24;
RS0002513;;Blaetterglueck;814725155000;38580;Mastercard;01.10.2018;81;43;316,89;
RS0002514;36;Blaetterglueck;107206215200;01/21;VISA;01.10.2018;103;25;604,89;10,30
RS0002515;;Blaetterglueck;517207002400;12/98;American Express;01.10.2018;115;24;220,61;11,50
RS0002516;285;Blaetterglueck;882575000100;02/18;VISA;01.10.2018;42;48;385,49;0,48
RS0002517;;Blaetterglueck;DE59600695380000682486;02/03;VISA;01.10.2018;117;16;173,43;11,70
RS0002518;;Blaetterglueck;095509120000;06/10;Mastercard;01.10.2018;106;29;409,33;10,60
RS0002518;;Blaetterglueck;095509120000;40330;Mastercard;01.10.2018;37;28;369,96;
RS0002518;;Blaetterglueck;095509120000;40330;Mastercard;01.10.2018;45;48;282,89;
RS0002519;92;Blaetterglueck;541006100600;01/04;VISA;01.10.2018;94;8;47,64;0,11
RS0002520;388;Blaetterglueck;DE56592510200004296388;06/19;Mastercard;01.10.2018;55;18;483,96;0,41
RS0002521;128;Blaetterglueck;081805500000;04/90;VISA;01.10.2018;88;34;201,79;8,80
RS0002522;;Blaetterglueck;021007002400;06/03;Mastercard;01.10.2018;124;30;468,17;12,40
RS0002523;272;Blaetterglueck;215105001500;03/12;VISA;01.10.2018;69;18;368,17;6,90
RS0002523;272;Blaetterglueck;215105001500;40970;VISA;01.10.2018;90;41;51,34;
RS0002524;;Blaetterglueck;088207000000;05/19;VISA;01.10.2018;84;13;155,59;8,40
RS0002525;155;Blaetterglueck;242802162300;06/87;Mastercard;01.10.2018;67;12;399,49;6,70
RS0002526;;Blaetterglueck;875766226300;04/94;VISA;01.10.2018;7;9;190,01;0,70
RS0002527;251;Blaetterglueck;366035013000;11/17;American Express;01.10.2018;37;9;337,98;3,70
RS0002528;260;Blaetterglueck;335206041000;08/19;Mastercard;01.10.2018;4;49;459,24;0,40
RS0002528;260;Blaetterglueck;335206041000;43688;Mastercard;01.10.2018;105;25;200,20;
RS0002529;;Blaetterglueck;655006174100;11/06;American Express;01.10.2018;100;24;619,89;10,00
RS0002530;;Blaetterglueck;846005010100;01/05;VISA;01.10.2018;113;28;397,67;11,30
RS0002531;146;Blaetterglueck;167405000000;05/18;VISA;01.10.2018;112;23;110,01;11,20
RS0002532;;Blaetterglueck;DE28501900000006499499;09/09;Mastercard;01.10.2018;51;26;622,89;5,10
RS0002533;30;Blaetterglueck;777345000000;08/10;Mastercard;01.10.2018;24;44;278,05;0,68
RS0002533;30;Blaetterglueck;777345000000;40411;Mastercard;01.10.2018;120;37;316,14;
RS0002533;30;Blaetterglueck;777345000000;40411;Mastercard;01.10.2018;12;37;192,70;
RS0002533;30;Blaetterglueck;777345000000;40411;Mastercard;01.10.2018;30;4;393,91;
RS0002533;30;Blaetterglueck;777345000000;40411;Mastercard;01.10.2018;49;16;484,20;
RS0002534;;Blaetterglueck;465854003500;10/11;Mastercard;01.10.2018;42;37;67,29;4,20
RS0002535;;Blaetterglueck;576629140000;06/99;Mastercard;01.10.2018;24;19;184,29;2,40
RS0002536;281;Blaetterglueck;485856010300;09/85;Mastercard;01.10.2018;24;1;495,26;2,40
RS0002537;;Blaetterglueck;407635156000;05/87;VISA;01.10.2018;42;44;627,89;4,20
RS0002538;51;Blaetterglueck;915406165000;07/20;Mastercard;01.10.2018;34;27;34,26;3,40
RS0002538;51;Blaetterglueck;915406165000;44021;Mastercard;01.10.2018;108;12;145,89;
RS0002539;;Blaetterglueck;377336926400;03/20;VISA;01.10.2018;50;5;123,88;5,00
RS0002540;201;Blaetterglueck;916115002000;05/18;VISA;01.10.2018;72;1;342,77;7,20
RS0002541;153;Blaetterglueck;707916149900;11/02;American Express;01.10.2018;80;6;252,27;2,00
RS0002542;322;Blaetterglueck;DE69150616980003438287;01/21;VISA;01.10.2018;44;17;632,89;4,40
RS0002543;395;Blaetterglueck;DE88256513250007588070;10/00;Mastercard;01.10.2018;69;31;178,78;6,90
RS0002543;395;Blaetterglueck;DE88256513250007588070;36805;Mastercard;01.10.2018;40;40;143,00;
RS0002544;;Blaetterglueck;886905000100;03/91;VISA;01.10.2018;85;16;310,91;8,50
RS0002545;232;Blaetterglueck;695066163900;06/04;Mastercard;01.10.2018;62;37;180,30;6,20
RS0002546;;Blaetterglueck;364807002000;11/11;American Express;01.10.2018;76;6;397,48;7,60
RS0002547;;Blaetterglueck;842666006000;08/19;Mastercard;01.10.2018;67;8;32,22;0,40
RS0002548;363;Blaetterglueck;DE44670700100002341368;08/78;Mastercard;01.10.2018;25;6;44,17;2,50
RS0002548;363;Blaetterglueck;DE44670700100002341368;28729;Mastercard;01.10.2018;59;10;208,32;
RS0002548;363;Blaetterglueck;DE44670700100002341368;28729;Mastercard;01.10.2018;60;22;425,17;
RS0002549;;Blaetterglueck;DE17666621550005939957;01/09;VISA;01.10.2018;112;9;201,83;11,20
RS0002550;375;Blaetterglueck;DE86790300010005584201;02/98;VISA;01.10.2018;9;9;640,89;0,90
RS0002551;;Blaetterglueck;407635156000;05/87;VISA;01.10.2018;119;10;74,18;11,90
RS0002552;;Blaetterglueck;664404003700;09/92;Mastercard;01.10.2018;120;8;348,18;12,00
RS0002553;;Blaetterglueck;855609000000;12/93;American Express;01.10.2018;16;34;643,89;1,60
RS0002553;;Blaetterglueck;855609000000;34319;American Express;01.10.2018;86;34;111,47;
RS0002553;;Blaetterglueck;855609000000;34319;American Express;01.10.2018;17;4;470,66;
RS0002554;283;Blaetterglueck;625503053300;06/07;Mastercard;01.10.2018;13;41;342,85;1,30
RS0002555;;Blaetterglueck;107206215200;01/21;VISA;01.10.2018;76;10;89,91;7,60
RS0002556;157;Blaetterglueck;197345145000;03/19;VISA;01.10.2018;10;33;646,89;1,00
RS0002557;355;Blaetterglueck;DE48630500000002091298;05/14;VISA;01.10.2018;68;17;314,48;6,80
RS0002558;355;Blaetterglueck;DE48630500000002091298;05/14;VISA;01.10.2018;81;44;263,68;8,10
RS0002558;355;Blaetterglueck;DE48630500000002091298;41762;VISA;01.10.2018;75;36;391,17;
RS0002558;355;Blaetterglueck;DE48630500000002091298;41762;VISA;01.10.2018;5;10;279,62;
RS0002558;355;Blaetterglueck;DE48630500000002091298;41762;VISA;01.10.2018;27;20;475,36;
RS0002558;355;Blaetterglueck;DE48630500000002091298;41762;VISA;01.10.2018;124;48;116,35;
RS0002558;355;Blaetterglueck;DE48630500000002091298;41762;VISA;01.10.2018;107;9;177,90;
RS0002559;;Blaetterglueck;875766226300;04/94;VISA;01.10.2018;21;46;649,89;2,10
RS0002560;;Blaetterglueck;481505050000;03/09;VISA;01.10.2018;111;1;650,89;11,10
RS0002561;166;Blaetterglueck;517019000000;09/20;Mastercard;01.10.2018;84;14;205,60;8,40
RS0002562;;Blaetterglueck;826042000000;12/18;American Express;01.10.2018;64;2;444,71;6,40
RS0002563;;Blaetterglueck;407635156000;05/87;VISA;01.10.2018;118;31;195,02;11,80
RS0002563;;Blaetterglueck;407635156000;31920;VISA;01.10.2018;22;3;150,89;
RS0002563;;Blaetterglueck;407635156000;31920;VISA;01.10.2018;105;40;285,89;
RS0002564;;Blaetterglueck;DE17790690100003456043;09/95;Mastercard;01.10.2018;59;43;120,11;5,90
RS0002565;270;Blaetterglueck;716546187800;06/97;Mastercard;01.10.2018;27;39;655,89;2,70
RS0002566;;Blaetterglueck;842666006000;08/19;Mastercard;01.10.2018;110;32;265,94;11,00
RS0002567;245;Blaetterglueck;391209659700;05/08;VISA;01.10.2018;4;13;468,22;0,40
RS0002568;129;Blaetterglueck;297005307000;04/15;VISA;01.10.2018;109;15;349,95;10,90
RS0002568;129;Blaetterglueck;297005307000;42117;VISA;01.10.2018;10;32;198,05;
RS0002569;;Blaetterglueck;807806089600;12/15;American Express;01.10.2018;6;41;496,42;0,60
RS0002570;218;Blaetterglueck;036945006500;09/96;Mastercard;01.10.2018;100;8;72,94;10,00
RS0002571;;Blaetterglueck;607426011000;10/14;Mastercard;01.10.2018;112;37;466,39;11,20
RS0002572;295;Blaetterglueck;522156531600;10/02;Mastercard;01.10.2018;116;49;425,61;11,60
RS0002573;368;Blaetterglueck;DE05271900820006557461;07/17;Mastercard;01.10.2018;59;28;187,86;5,90
RS0002573;368;Blaetterglueck;DE05271900820006557461;42917;Mastercard;01.10.2018;41;47;219,06;
RS0002573;368;Blaetterglueck;DE05271900820006557461;42917;Mastercard;01.10.2018;33;15;269,03;
RS0002574;230;Blaetterglueck;917016961400;08/16;Mastercard;01.10.2018;4;12;43,84;0,40
RS0002575;321;Blaetterglueck;DE84773400760007097675;04/99;VISA;01.10.2018;104;2;350,79;10,40
RS0002576;;Blaetterglueck;482073000700;10/97;Mastercard;01.10.2018;76;48;666,89;7,60
RS0002577;;Blaetterglueck;DE84773400760007097675;04/99;VISA;01.10.2018;23;8;424,05;2,30
RS0002578;215;Blaetterglueck;366006986000;02/14;VISA;01.10.2018;75;43;90,90;7,50
RS0002578;215;Blaetterglueck;366006986000;41678;VISA;01.10.2018;84;20;153,89;
RS0002578;215;Blaetterglueck;366006986000;41678;VISA;01.10.2018;85;38;100,57;
RS0002579;;Blaetterglueck;DE41690516200008621252;01/90;VISA;01.10.2018;124;42;479,23;12,40
RS0002580;;Blaetterglueck;242802162300;06/87;Mastercard;01.10.2018;42;5;182,27;4,20
RS0002581;79;Blaetterglueck;504458007000;05/01;VISA;01.10.2018;98;49;671,89;9,80
RS0002582;;Blaetterglueck;484455004500;05/02;VISA;01.10.2018;92;20;161,74;0,35
RS0002583;;Blaetterglueck;145325000000;02/21;VISA;01.10.2018;116;34;103,68;11,60
RS0002583;;Blaetterglueck;145325000000;44255;VISA;01.10.2018;8;20;454,38;
RS0002583;;Blaetterglueck;145325000000;44255;VISA;01.10.2018;32;24;496,24;
RS0002584;98;Blaetterglueck;387602600000;06/98;Mastercard;01.10.2018;4;3;239,01;0,40
RS0002585;;Blaetterglueck;DE21443613420001826129;01/16;VISA;01.10.2018;72;28;130,87;7,20
RS0002586;195;Blaetterglueck;816439013000;07/12;Mastercard;01.10.2018;58;7;676,89;5,80
RS0002587;;Blaetterglueck;917016961400;08/16;Mastercard;01.10.2018;107;17;245,90;10,70
RS0002588;289;Blaetterglueck;037212007800;11/13;American Express;01.10.2018;88;23;91,40;8,80
RS0002588;289;Blaetterglueck;037212007800;41586;American Express;01.10.2018;83;32;155,89;
RS0002589;;Blaetterglueck;152656249000;09/19;Mastercard;01.10.2018;87;36;411,24;8,70
RS0002590;98;Blaetterglueck;387602600000;06/98;Mastercard;01.10.2018;99;34;680,89;9,90
RS0002591;;Blaetterglueck;058505500000;11/15;American Express;01.10.2018;108;13;173,25;10,80
RS0002592;116;Blaetterglueck;364807002000;11/11;American Express;01.10.2018;112;28;682,89;11,20
RS0002593;;Blaetterglueck;667436908800;12/94;American Express;01.10.2018;115;14;297,05;11,50
RS0002593;;Blaetterglueck;667436908800;34687;American Express;01.10.2018;55;11;136,81;
RS0002593;;Blaetterglueck;667436908800;34687;American Express;01.10.2018;123;16;47,87;
RS0002593;;Blaetterglueck;667436908800;34687;American Express;01.10.2018;101;33;147,31;
RS0002594;;Blaetterglueck;435902009000;07/01;Mastercard;01.10.2018;48;5;420,34;4,80
RS0002595;233;Blaetterglueck;816305000000;12/09;American Express;01.10.2018;91;38;685,89;9,10
RS0002596;;Blaetterglueck;266835004800;09/97;Mastercard;01.10.2018;26;17;352,10;2,60
RS0002597;191;Blaetterglueck;253205000000;05/10;VISA;01.10.2018;36;16;263,77;3,60
RS0002598;;Blaetterglueck;021007002400;06/03;Mastercard;01.10.2018;122;17;300,45;12,20
RS0002598;;Blaetterglueck;021007002400;37776;Mastercard;01.10.2018;39;7;180,16;
RS0002599;271;Blaetterglueck;358107002400;08/09;Mastercard;01.10.2018;36;28;393,89;3,60
RS0002600;230;Blaetterglueck;917016961400;08/16;Mastercard;01.10.2018;67;26;18,34;6,70
RS0002601;;Blaetterglueck;DE17790690100003456043;09/95;Mastercard;01.10.2018;36;6;119,26;3,60
RS0002602;293;Blaetterglueck;422806977300;01/13;VISA;01.10.2018;108;22;692,89;0,18
RS0002603;;Blaetterglueck;432656269400;11/14;American Express;01.10.2018;12;21;389,45;1,20
RS0002603;;Blaetterglueck;432656269400;41946;American Express;01.10.2018;46;3;158,89;
RS0002604;;Blaetterglueck;022001002000;09/10;Mastercard;01.10.2018;114;20;141,36;11,40
RS0002605;;Blaetterglueck;496835004800;06/88;Mastercard;01.10.2018;62;35;282,13;6,20
RS0002606;200;Blaetterglueck;056006959500;04/10;VISA;01.10.2018;82;18;479,91;8,20
RS0002607;;Blaetterglueck;318206403800;01/10;VISA;01.10.2018;106;43;697,89;10,60
RS0002608;37;Blaetterglueck;855609000000;12/93;American Express;01.10.2018;1;26;380,24;0,10
RS0002608;37;Blaetterglueck;855609000000;34319;American Express;01.10.2018;15;10;335,81;
RS0002608;37;Blaetterglueck;855609000000;34319;American Express;01.10.2018;19;49;40,61;
RS0002609;125;Blaetterglueck;455855013000;10/13;Mastercard;01.10.2018;53;20;300,23;5,30
RS0002610;350;Blaetterglueck;DE95301502000000959781;07/80;Mastercard;01.10.2018;48;11;293,32;4,80
RS0002611;180;Blaetterglueck;117419100000;01/15;VISA;01.10.2018;47;44;701,89;0,39
RS0002612;;Blaetterglueck;918559000000;11/14;American Express;01.10.2018;72;48;107,96;7,20
RS0002613;263;Blaetterglueck;327506906100;07/02;Mastercard;01.10.2018;92;4;22,97;9,20
RS0002613;263;Blaetterglueck;327506906100;37441;Mastercard;01.10.2018;47;17;208,47;
RS0002613;263;Blaetterglueck;327506906100;37441;Mastercard;01.10.2018;64;36;380,72;
RS0002614;;Blaetterglueck;DE08416601240008733908;01/10;VISA;01.10.2018;25;7;704,89;2,50
RS0002615;;Blaetterglueck;366035013000;11/17;American Express;01.10.2018;35;29;483,83;0,68
RS0002616;160;Blaetterglueck;807806089600;12/15;American Express;01.10.2018;32;25;472,56;3,20
RS0002617;;Blaetterglueck;DE84773400760007097675;04/99;VISA;01.10.2018;98;22;483,34;9,80
RS0002618;245;Blaetterglueck;391209659700;05/08;VISA;01.10.2018;125;2;430,12;12,50
RS0002618;245;Blaetterglueck;391209659700;39575;VISA;01.10.2018;72;30;161,89;
RS0002619;;Blaetterglueck;226949170000;06/19;Mastercard;01.10.2018;38;8;372,38;3,80
RS0002620;;Blaetterglueck;422806977300;01/13;VISA;01.10.2018;98;8;282,07;9,80
RS0002621;;Blaetterglueck;501207008800;09/88;Mastercard;01.10.2018;48;38;243,17;4,80
RS0002622;297;Blaetterglueck;627905000000;12/97;American Express;01.10.2018;66;16;183,67;6,60
RS0002623;;Blaetterglueck;DE21443613420001826129;01/16;VISA;01.10.2018;85;24;445,88;8,50
RS0002623;;Blaetterglueck;DE21443613420001826129;42399;VISA;01.10.2018;90;10;205,49;
RS0002624;9;Blaetterglueck;848305000000;07/02;Mastercard;01.10.2018;57;32;285,51;5,70
RS0002625;;Blaetterglueck;222695131100;11/13;American Express;01.10.2018;8;1;443,05;0,80
RS0002626;;Blaetterglueck;DE30765500000002960875;03/21;VISA;01.10.2018;95;47;246,79;9,50
RS0002627;128;Blaetterglueck;081805500000;04/90;VISA;01.10.2018;59;20;717,89;0,45
RS0002628;;Blaetterglueck;276643270000;06/93;Mastercard;01.10.2018;9;4;0,37;0,90
RS0002628;;Blaetterglueck;276643270000;34127;Mastercard;01.10.2018;47;29;297,62;
RS0002629;13;Blaetterglueck;531009000000;01/01;VISA;01.10.2018;93;20;13,60;9,30
RS0002630;;Blaetterglueck;625503053300;06/07;Mastercard;01.10.2018;72;49;125,27;7,20
RS0002631;;Blaetterglueck;238601011100;04/84;VISA;01.10.2018;88;3;75,86;8,80
RS0002632;;Blaetterglueck;916115002000;05/18;VISA;01.10.2018;41;27;22,56;4,10
RS0002633;198;Blaetterglueck;435902009000;07/01;Mastercard;01.10.2018;56;42;95,16;0,64
RS0002633;198;Blaetterglueck;435902009000;37083;Mastercard;01.10.2018;47;1;397,80;
RS0002633;198;Blaetterglueck;435902009000;37083;Mastercard;01.10.2018;16;3;229,77;
RS0002633;198;Blaetterglueck;435902009000;37083;Mastercard;01.10.2018;99;5;322,89;
RS0002634;;Blaetterglueck;155115191900;07/01;Mastercard;01.10.2018;56;46;352,15;5,60
RS0002635;39;Blaetterglueck;746005010100;05/15;VISA;01.10.2018;20;11;104,92;2,00
RS0002636;;Blaetterglueck;496835004800;06/88;Mastercard;01.10.2018;85;21;355,30;8,50
RS0002637;;Blaetterglueck;DE50560501800001678386;10/16;Mastercard;01.10.2018;103;22;348,90;0,79
RS0002638;394;Blaetterglueck;DE55586512400001060743;06/84;Mastercard;01.10.2018;46;11;89,36;0,35
RS0002638;394;Blaetterglueck;DE55586512400001060743;30842;Mastercard;01.10.2018;122;45;192,99;
RS0002639;;Blaetterglueck;DE51520613030006538429;09/93;Mastercard;01.10.2018;25;44;285,43;2,50
RS0002640;343;Blaetterglueck;DE50560501800001678386;10/16;Mastercard;01.10.2018;119;21;283,76;11,90
RS0002641;350;Blaetterglueck;DE95301502000000959781;07/80;Mastercard;01.10.2018;41;29;56,59;4,10
RS0002642;165;Blaetterglueck;102416289800;12/14;American Express;01.10.2018;27;32;74,37;2,70
RS0002643;;Blaetterglueck;365866265300;12/99;American Express;01.10.2018;98;6;411,26;9,80
RS0002643;;Blaetterglueck;365866265300;36517;American Express;01.10.2018;72;48;15,99;
RS0002644;;Blaetterglueck;276839150000;09/16;Mastercard;01.10.2018;82;17;51,35;8,20
RS0002645;28;Blaetterglueck;796845229000;07/93;Mastercard;01.10.2018;41;29;218,94;0,73
RS0002646;;Blaetterglueck;036505011000;04/19;VISA;01.10.2018;32;12;136,89;3,20
RS0002647;;Blaetterglueck;915406165000;07/20;Mastercard;01.10.2018;74;22;270,43;7,40
RS0002648;;Blaetterglueck;DE51520613030006538429;09/93;Mastercard;01.10.2018;114;35;295,52;0,81
RS0002648;;Blaetterglueck;DE51520613030006538429;34236;Mastercard;01.10.2018;45;3;83,07;
RS0002649;366;Blaetterglueck;DE32520602080006477772;10/92;Mastercard;01.10.2018;84;14;293,81;8,40
RS0002650;;Blaetterglueck;432656269400;11/14;American Express;01.10.2018;23;37;203,50;2,30
RS0002651;;Blaetterglueck;186809200000;06/92;Mastercard;01.10.2018;77;35;741,89;0,57
RS0002652;;Blaetterglueck;DE63140520000000277808;10/17;Mastercard;01.10.2018;48;4;187,35;4,80
RS0002653;125;Blaetterglueck;455855013000;10/13;Mastercard;01.10.2018;47;25;248,51;4,70
RS0002653;125;Blaetterglueck;455855013000;41555;Mastercard;01.10.2018;106;1;67,35;
RS0002653;125;Blaetterglueck;455855013000;41555;Mastercard;01.10.2018;102;23;358,65;
RS0002654;;Blaetterglueck;291307000000;06/14;Mastercard;01.10.2018;57;11;177,60;5,70
RS0002655;;Blaetterglueck;291307000000;06/14;Mastercard;01.10.2018;115;7;323,03;11,50
RS0002656;;Blaetterglueck;DE44665623000006789503;12/02;American Express;01.10.2018;7;18;746,89;0,70
RS0002657;113;Blaetterglueck;754726012100;11/14;American Express;01.10.2018;23;40;437,84;2,30
RS0002658;;Blaetterglueck;877009050000;07/87;Mastercard;01.10.2018;18;9;45,56;1,80
RS0002658;;Blaetterglueck;877009050000;31974;Mastercard;01.10.2018;25;24;203,87;
RS0002658;;Blaetterglueck;877009050000;31974;Mastercard;01.10.2018;1;19;152,55;
RS0002658;;Blaetterglueck;877009050000;31974;Mastercard;01.10.2018;50;2;479,51;
RS0002659;;Blaetterglueck;022569163300;06/13;Mastercard;01.10.2018;106;17;247,25;4,00
RS0002660;;Blaetterglueck;633604008500;09/89;Mastercard;01.10.2018;27;2;750,89;2,70
RS0002661;47;Blaetterglueck;222189002200;03/17;VISA;01.10.2018;109;40;393,65;10,90
RS0002662;;Blaetterglueck;DE17666621550005939957;01/09;VISA;01.10.2018;74;5;191,66;0,52
RS0002663;83;Blaetterglueck;178705400000;11/12;American Express;01.10.2018;72;28;274,92;7,20
RS0002663;83;Blaetterglueck;178705400000;41232;American Express;01.10.2018;100;24;86,15;
RS0002664;;Blaetterglueck;DE29217500000009850728;02/15;VISA;01.10.2018;31;8;147,48;0,39
RS0002665;203;Blaetterglueck;663708004000;01/18;VISA;01.10.2018;66;28;158,54;6,60
RS0002666;;Blaetterglueck;598306456800;04/20;VISA;01.10.2018;63;5;756,89;6,30
RS0002667;;Blaetterglueck;DE90600903000001885599;01/11;VISA;01.10.2018;23;41;67,23;2,30
RS0002668;118;Blaetterglueck;377336926400;03/20;VISA;01.10.2018;110;28;224,37;11,00
RS0002668;118;Blaetterglueck;377336926400;43908;VISA;01.10.2018;106;49;277,76;
RS0002669;;Blaetterglueck;798505010000;12/05;American Express;01.10.2018;55;14;269,85;5,50
RS0002670;199;Blaetterglueck;085003050000;11/13;American Express;01.10.2018;43;5;760,89;4,30
RS0002671;230;Blaetterglueck;917016961400;08/16;Mastercard;01.10.2018;2;25;168,25;0,20
RS0002672;294;Blaetterglueck;973206138400;01/21;VISA;01.10.2018;59;27;369,76;5,90
RS0002673;335;Blaetterglueck;DE21443613420001826129;01/16;VISA;01.10.2018;95;18;44,51;9,50
RS0002673;335;Blaetterglueck;DE21443613420001826129;42399;VISA;01.10.2018;61;16;341,63;
RS0002673;335;Blaetterglueck;DE21443613420001826129;42399;VISA;01.10.2018;116;46;324,89;
RS0002674;;Blaetterglueck;937205010100;04/19;VISA;01.10.2018;95;17;764,89;9,50
RS0002675;;Blaetterglueck;217206903600;06/06;Mastercard;01.10.2018;19;44;387,38;1,90
RS0002676;;Blaetterglueck;722829155100;05/17;VISA;01.10.2018;29;15;461,50;2,90
RS0002677;207;Blaetterglueck;147706010000;03/12;VISA;01.10.2018;59;44;767,89;5,90
RS0002678;29;Blaetterglueck;875086231100;04/91;VISA;01.10.2018;113;44;387,21;0,89
RS0002678;29;Blaetterglueck;875086231100;33343;VISA;01.10.2018;106;29;476,64;
RS0002679;221;Blaetterglueck;837966654800;10/17;Mastercard;01.10.2018;38;47;136,42;3,80
RS0002680;;Blaetterglueck;952565010600;11/16;American Express;01.10.2018;124;40;145,93;12,40
RS0002681;73;Blaetterglueck;664404003700;09/92;Mastercard;01.10.2018;53;20;159,11;5,30
RS0002682;;Blaetterglueck;937039000000;10/01;Mastercard;01.10.2018;64;37;221,46;0,74
RS0002683;;Blaetterglueck;247005100300;05/92;VISA;01.10.2018;68;35;108,95;6,80
