BestellungID;KundeID;VereinsPartnerID;Kaufdatum;Kreditkarte;GueltigBis;KKFirma;ProduktID;Menge;Preis;Rabatt
RS0000535;361;GlückAuf;05.03.2022;2600 8200 0609 7750;Jan 88;VISA;21;25;4;2,1
RS0000536;61;GlückAuf;05.03.2022;0000 4563 0901 0000;Aug 23;American Express;104;23;5;10,4
RS0000537;;GlückAuf;05.03.2022;0000 3783 0944 5400;Feb 20;VISA;90;14;1;9
RS0000538;48;GlückAuf;05.03.2022;0000 1461 0605 0000;Apr 17;VISA;84;32;0,75;8,4
RS0000539;79;GlückAuf;05.03.2022;0000 5044 5800 7000;Jan 23;VISA;47;10;9;4,7
RS0000539;79;GlückAuf;05.03.2022;0000 5044 5800 7000;Jan 23;VISA;86;5;0,3;0
RS0000539;79;GlückAuf;05.03.2022;0000 5044 5800 7000;Jan 23;VISA;107;16;7,8;0
RS0000539;79;GlückAuf;05.03.2022;0000 5044 5800 7000;Jan 23;VISA;122;1;1,8;0
RS0000540;361;GlückAuf;05.03.2022;2600 8200 0609 7750;Jan 88;VISA;11;33;8;1,1
RS0000541;;GlückAuf;05.03.2022;0000 2172 0690 3600;Jun 23;Mastercard;116;11;3;11,6
RS0000542;10;GlückAuf;05.03.2022;0000 8487 0962 1400;Aug 17;Mastercard;16;26;3;1,6
RS0000543;;GlückAuf;05.03.2022;0000 2813 0700 0000;Nov 13;American Express;53;44;5;5,3
RS0000544;;GlückAuf;05.03.2022;0000 2913 0700 0000;Jun 14;Mastercard;14;15;4,5;1,4
RS0000544;;GlückAuf;05.03.2022;0000 2913 0700 0000;Jun 14;Mastercard;23;2;2,8;0
RS0000544;;GlückAuf;05.03.2022;0000 2913 0700 0000;Jun 14;Mastercard;123;41;2,8;0
RS0000545;310;GlückAuf;05.03.2022;6601 2400 0873 3900;Okt 23;VISA;44;5;4;4,4
RS0000546;190;GlückAuf;05.03.2022;0000 7272 0691 1300;Okt 20;Mastercard;102;41;4;10,2
RS0000547;373;GlückAuf;05.03.2022;0700 2800 0280 3760;Nov 84;American Express;58;25;8;5,8
RS0000548;348;GlückAuf;05.03.2022;0501 0100 0597 8241;Dez 20;American Express;10;28;0,5;1
RS0000549;38;GlückAuf;05.03.2022;0000 2226 9513 1100;Nov 13;American Express;115;40;4,3;0
RS0000549;38;GlückAuf;05.03.2022;0000 2226 9513 1100;Nov 13;American Express;118;23;6;11,8
RS0000550;146;GlückAuf;05.03.2022;0000 1674 0500 0000;Mai 18;VISA;86;8;0,5;8,6
RS0000551;161;GlückAuf;05.03.2022;0000 8153 0932 0000;Jul 16;Mastercard;10;38;0,5;1
RS0000552;228;GlückAuf;05.03.2022;0000 2768 3915 0000;Sep 16;Mastercard;50;23;5,6;5
RS0000553;196;GlückAuf;05.03.2022;0000 7350 2101 3900;Jul 23;Mastercard;74;36;3;7,4
RS0000554;359;GlückAuf;05.03.2022;0502 0100 0649 2687;Jan 96;VISA;7;5;8;7,3
RS0000554;359;GlückAuf;05.03.2022;0502 0100 0649 2687;Jan 96;VISA;29;6;1,3;0
RS0000554;359;GlückAuf;05.03.2022;0502 0100 0649 2687;Jan 96;VISA;73;43;2,8;0
RS0000554;359;GlückAuf;05.03.2022;0502 0100 0649 2687;Jan 96;VISA;89;21;0,6;0
RS0000555;41;GlückAuf;05.03.2022;0000 5828 0210 0200;Aug 23;Mastercard;77;6;2;7,7
RS0000556;72;GlückAuf;05.03.2022;0000 7376 3515 6000;Dez 17;American Express;41;44;1,2;4,1
RS0000557;150;GlückAuf;05.03.2022;0000 0852 3600 5900;Mai 18;VISA;15;33;4,5;1,5
RS0000558;399;GlückAuf;05.03.2022;5601 0300 0254 7790;Jul 13;Mastercard;93;6;2,3;9,3
RS0000559;;GlückAuf;05.03.2022;4922 0000 0374 9970;Mai 17;VISA;3;11;4,8;0
RS0000559;;GlückAuf;05.03.2022;4922 0000 0374 9970;Mai 17;VISA;57;25;7,8;0
RS0000559;;GlückAuf;05.03.2022;4922 0000 0374 9970;Mai 17;VISA;63;2;4,5;6,3
RS0000560;;GlückAuf;05.03.2022;0000 3912 0965 9700;Aug 23;VISA;31;14;2;3,1
RS0000561;49;GlückAuf;05.03.2022;0000 0357 0900 0000;Okt 96;Mastercard;81;25;2;8,1
RS0000562;398;GlückAuf;05.03.2022;1900 0000 0649 9490;Sep 23;Mastercard;94;25;4;9,4
RS0000563;407;GlückAuf;05.03.2022;0501 0100 0967 0118;Sep 17;Mastercard;13;36;4,5;1,3
RS0000564;402;GlückAuf;05.03.2022;0505 0000 0337 8867;Feb 23;Mastercard;1;18;2;0,1
RS0000564;402;GlückAuf;05.03.2022;0505 0000 0337 8867;Feb 23;Mastercard;101;5;1,8;0
RS0000565;240;GlückAuf;05.03.2022;0000 6044 0700 2400;Jan 18;VISA;35;47;1;3,5
RS0000566;24;GlückAuf;05.03.2022;0000 1072 2515 2000;Jan 89;VISA;101;2;2;10,1
RS0000567;356;GlückAuf;05.03.2022;4601 1700 0882 1030;Jan 20;VISA;63;39;4,5;6,3
RS0000568;279;GlückAuf;05.03.2022;0000 4750 8643 2200;Dez 13;American Express;45;21;2;4,5
RS0000569;260;GlückAuf;05.03.2022;0000 3352 0604 1000;Aug 19;Mastercard;21;8;3,8;0
RS0000569;260;GlückAuf;05.03.2022;0000 3352 0604 1000;Aug 19;Mastercard;56;31;6,8;0
RS0000569;260;GlückAuf;05.03.2022;0000 3352 0604 1000;Aug 19;Mastercard;116;38;2,8;0
RS0000569;260;GlückAuf;05.03.2022;0000 3352 0604 1000;Aug 19;Mastercard;118;31;6;11,8
RS0000570;;GlückAuf;05.03.2022;2510 2000 0429 6380;Jun 19;Mastercard;22;17;2;2,2
RS0000571;;GlückAuf;05.03.2022;1628 9800 0788 2280;Okt 90;Mastercard;42;43;2,4;4,2
RS0000572;362;GlückAuf;05.03.2022;2516 3000 0515 7250;Dez 23;VISA;19;18;2;1,9
RS0000573;148;GlückAuf;05.03.2022;0000 2172 0690 3600;Jun 23;Mastercard;86;23;0,5;8,6
RS0000574;309;GlückAuf;05.03.2022;0500 0000 0822 2245;Dez 23;Mastercard;7;2;7,8;0
RS0000574;309;GlückAuf;05.03.2022;0500 0000 0822 2245;Dez 23;Mastercard;98;19;4,5;9,8
RS0000575;;GlückAuf;05.03.2022;0000 7350 2101 3900;Jul 23;Mastercard;104;49;5;10,4
RS0000576;245;GlückAuf;05.03.2022;0000 3912 0965 9700;Aug 23;VISA;68;48;6;6,8
RS0000577;;GlückAuf;05.03.2022;0000 2386 0101 1100;Apr 84;VISA;64;38;4,5;6,4
RS0000578;20;GlückAuf;05.03.2022;0000 4820 7300 0700;Okt 97;Mastercard;24;24;3;2,4
RS0000579;;GlückAuf;05.03.2022;0000 2170 2501 5000;Dez 23;VISA;53;24;5;5,3
RS0000579;;GlückAuf;05.03.2022;0000 2170 2501 5000;Dez 23;VISA;60;35;0,3;0
RS0000579;;GlückAuf;05.03.2022;0000 2170 2501 5000;Dez 23;VISA;91;13;1;0
RS0000580;259;GlückAuf;05.03.2022;0000 6152 4109 0000;Sep 19;Mastercard;35;12;1;3,5
RS0000581;;GlückAuf;05.03.2022;0000 4326 5626 9400;Nov 14;American Express;65;32;4,5;6,5
RS0000582;392;GlückAuf;05.03.2022;2517 5500 0792 0450;Sep 13;Mastercard;121;48;4;12,1
RS0000583;268;GlückAuf;05.03.2022;0000 2868 0900 0000;Jul 86;Mastercard;113;22;4,5;11,3
RS0000584;;GlückAuf;05.03.2022;0000 7985 0501 0000;Mai 23;American Express;29;12;1,3;0
RS0000584;;GlückAuf;05.03.2022;0000 7985 0501 0000;Mai 23;American Express;107;4;7,8;0
RS0000584;;GlückAuf;05.03.2022;0000 7985 0501 0000;Mai 23;American Express;122;15;2;12,2
RS0000585;345;GlückAuf;05.03.2022;0800 0000 0905 7669;Mrz 21;VISA;124;9;3;12,4
RS0000586;195;GlückAuf;05.03.2022;0000 8164 3901 3000;Dez 23;Mastercard;121;19;4;12,1
RS0000587;302;GlückAuf;05.03.2022;0200 7300 0462 9509;Jan 19;VISA;111;13;8;11,1
RS0000588;200;GlückAuf;05.03.2022;0000 0560 0695 9500;Okt 23;VISA;42;18;2,4;4,2
RS0000589;;GlückAuf;05.03.2022;0000 2770 1694 5000;Okt 23;VISA;39;47;0,6;0
RS0000589;;GlückAuf;05.03.2022;0000 2770 1694 5000;Okt 23;VISA;70;17;8;7
RS0000590;292;GlückAuf;05.03.2022;0000 4844 5500 4500;Feb 23;VISA;85;1;1;8,5
RS0000591;271;GlückAuf;05.03.2022;0000 3581 0700 2400;Sep 23;Mastercard;65;22;4,5;6,5
RS0000592;;GlückAuf;05.03.2022;3923 0000 0784 2310;Apr 19;VISA;83;36;0,8;8,3
RS0000593;193;GlückAuf;05.03.2022;0000 2676 0695 5900;Mai 23;VISA;124;45;3;12,4
RS0000594;258;GlückAuf;05.03.2022;0000 0960 0697 1000;Okt 23;VISA;42;11;2,2;0
RS0000594;258;GlückAuf;05.03.2022;0000 0960 0697 1000;Okt 23;VISA;44;38;4;4,4
RS0000594;258;GlückAuf;05.03.2022;0000 0960 0697 1000;Okt 23;VISA;47;42;8,8;0
RS0000594;258;GlückAuf;05.03.2022;0000 0960 0697 1000;Okt 23;VISA;80;15;3,8;0
RS0000594;258;GlückAuf;05.03.2022;0000 0960 0697 1000;Okt 23;VISA;113;34;4,3;0
RS0000594;258;GlückAuf;05.03.2022;0000 0960 0697 1000;Okt 23;VISA;118;16;5,8;0
RS0000595;;GlückAuf;05.03.2022;0000 8426 6600 6000;Aug 19;Mastercard;7;12;8;0,7
RS0000596;363;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;93;14;2,3;9,3
RS0000597;51;GlückAuf;05.03.2022;0000 9154 0616 5000;Jul 20;Mastercard;90;1;1;9
RS0000598;;GlückAuf;05.03.2022;0000 0585 0550 0000;Nov 15;American Express;119;1;2;11,9
RS0000599;299;GlückAuf;05.03.2022;0000 1570 0932 0000;Nov 23;Mastercard;11;16;7,8;0
RS0000599;299;GlückAuf;05.03.2022;0000 1570 0932 0000;Nov 23;Mastercard;22;14;2;2,2
RS0000599;299;GlückAuf;05.03.2022;0000 1570 0932 0000;Nov 23;Mastercard;67;19;3,3;0
RS0000599;299;GlückAuf;05.03.2022;0000 1570 0932 0000;Nov 23;Mastercard;122;43;1,8;0
RS0000600;;GlückAuf;05.03.2022;0000 7985 0501 0000;Mai 23;American Express;1;24;2;0,1
RS0000601;;GlückAuf;05.03.2022;0000 1562 0700 2400;Sep 76;Mastercard;49;47;3,8;4,9
RS0000602;42;GlückAuf;05.03.2022;0000 4566 2614 1600;Jun 93;Mastercard;59;32;3;5,9
RS0000603;102;GlückAuf;05.03.2022;0000 5650 0930 0000;Nov 23;Mastercard;87;7;0,5;8,7
RS0000604;;GlückAuf;05.03.2022;0000 6425 0800 2000;Okt 23;American Express;21;16;3,8;0
RS0000604;;GlückAuf;05.03.2022;0000 6425 0800 2000;Okt 23;American Express;34;8;0,75;3,4
RS0000605;97;GlückAuf;05.03.2022;0000 5282 0700 0000;Apr 19;VISA;64;32;4,5;6,4
RS0000606;;GlückAuf;05.03.2022;0000 2768 3915 0000;Sep 16;Mastercard;85;24;1;8,5
RS0000607;;GlückAuf;05.03.2022;0000 9250 8700 0500;Nov 23;American Express;88;4;0,5;8,8
RS0000608;222;GlückAuf;05.03.2022;0000 2470 0510 0300;Mai 92;VISA;89;35;0,8;8,9
RS0000609;151;GlückAuf;05.03.2022;0000 9185 5900 0000;Nov 14;American Express;31;21;2;3,1
RS0000609;151;GlückAuf;05.03.2022;0000 9185 5900 0000;Nov 14;American Express;40;27;0,8;0
RS0000610;367;GlückAuf;05.03.2022;7625 5000 0467 5020;Jul 23;American Express;1;48;2;0,1
RS0000611;;GlückAuf;05.03.2022;2911 2000 0746 7730;Feb 23;VISA;59;1;3;5,9
RS0000612;138;GlückAuf;05.03.2022;0000 9850 7500 9400;Jun 20;Mastercard;110;47;0,5;11
RS0000613;;GlückAuf;05.03.2022;0000 0365 0501 1000;Apr 19;VISA;87;37;0,5;8,7
RS0000614;;GlückAuf;05.03.2022;0000 4820 7300 0700;Okt 97;Mastercard;39;9;0,6;0
RS0000614;;GlückAuf;05.03.2022;0000 4820 7300 0700;Okt 97;Mastercard;48;6;4,3;0
RS0000614;;GlückAuf;05.03.2022;0000 4820 7300 0700;Okt 97;Mastercard;118;47;6;11,8
RS0000615;307;GlückAuf;05.03.2022;6613 3000 0735 3920;Apr 20;VISA;42;26;2,4;4,2
RS0000616;71;GlückAuf;05.03.2022;0000 9372 0501 0100;Apr 19;VISA;38;20;0,5;3,8
RS0000617;205;GlückAuf;05.03.2022;0000 2526 0624 3300;Aug 19;Mastercard;42;1;2,4;4,2
RS0000618;;GlückAuf;05.03.2022;6513 2500 0758 8070;10/00;Mastercard;56;41;7;5,6
RS0000619;222;GlückAuf;05.03.2022;0000 2470 0510 0300;Mai 92;VISA;11;42;7,8;0
RS0000619;222;GlückAuf;05.03.2022;0000 2470 0510 0300;Mai 92;VISA;35;6;0,8;0
RS0000619;222;GlückAuf;05.03.2022;0000 2470 0510 0300;Mai 92;VISA;36;38;0,3;0
RS0000619;222;GlückAuf;05.03.2022;0000 2470 0510 0300;Mai 92;VISA;88;5;0,5;8,8
RS0000620;35;GlückAuf;05.03.2022;0000 1937 0502 9900;Jun 23;Mastercard;84;8;0,75;8,4
RS0000621;170;GlückAuf;05.03.2022;0000 4966 5500 7000;Feb 16;VISA;10;2;0,5;1
RS0000622;202;GlückAuf;05.03.2022;0000 2465 0920 1000;Sep 94;Mastercard;12;11;4;1,2
RS0000623;75;GlückAuf;05.03.2022;0000 0380 0800 0000;Mrz 15;VISA;17;24;3,5;1,7
RS0000624;379;GlückAuf;05.03.2022;0800 8500 0186 4149;Mrz 23;VISA;77;41;2;7,7
RS0000624;379;GlückAuf;05.03.2022;0800 8500 0186 4149;Mrz 23;VISA;107;13;7,8;0
RS0000625;172;GlückAuf;05.03.2022;0000 8246 0600 4000;Dez 92;American Express;5;28;5;0,5
RS0000626;341;GlückAuf;05.03.2022;0800 4000 0413 7874;Nov 23;VISA;25;12;7;2,5
RS0000627;76;GlückAuf;05.03.2022;0000 2761 3700 8600;Jun 23;Mastercard;39;30;0,8;3,9
RS0000628;50;GlückAuf;05.03.2022;0000 4754 0502 2000;Mrz 20;VISA;67;36;3,5;6,7
RS0000629;55;GlückAuf;05.03.2022;0000 8021 6617 1900;Mai 99;VISA;94;45;3,8;0
RS0000629;55;GlückAuf;05.03.2022;0000 8021 6617 1900;Mai 99;VISA;114;39;4,3;0
RS0000629;55;GlückAuf;05.03.2022;0000 8021 6617 1900;Mai 99;VISA;123;39;3;12,3
RS0000630;210;GlückAuf;05.03.2022;0000 9270 0400 4800;Mrz 18;VISA;75;40;7;7,5
RS0000631;315;GlückAuf;05.03.2022;0601 0000 0128 5504;Dez 91;American Express;2;17;4;0,2
RS0000632;;GlückAuf;05.03.2022;0000 0369 4500 6500;Sep 96;Mastercard;113;34;4,5;11,3
RS0000633;52;GlückAuf;05.03.2022;0000 5672 0693 2900;Jul 20;Mastercard;62;25;4;6,2
RS0000634;218;GlückAuf;05.03.2022;0000 0369 4500 6500;Sep 96;Mastercard;63;10;4,3;0
RS0000634;218;GlückAuf;05.03.2022;0000 0369 4500 6500;Sep 96;Mastercard;92;34;2,4;9,2
RS0000635;;GlückAuf;05.03.2022;0000 1570 0932 0000;Nov 23;Mastercard;100;3;5,6;10
RS0000636;;GlückAuf;05.03.2022;0000 7466 6923 0000;Mrz 13;VISA;81;10;2;8,1
RS0000637;97;GlückAuf;05.03.2022;0000 5282 0700 0000;Apr 19;VISA;24;2;3;2,4
RS0000638;205;GlückAuf;05.03.2022;0000 2526 0624 3300;Aug 19;Mastercard;73;39;3;7,3
RS0000639;308;GlückAuf;05.03.2022;9501 3000 0879 1470;Aug 18;Mastercard;61;3;8;6,1
RS0000639;308;GlückAuf;05.03.2022;9501 3000 0879 1470;Aug 18;Mastercard;79;1;1,3;0
RS0000639;308;GlückAuf;05.03.2022;9501 3000 0879 1470;Aug 18;Mastercard;94;32;3,8;0
RS0000640;212;GlückAuf;05.03.2022;0000 6325 9800 2700;Jun 88;Mastercard;7;38;8;0,7
RS0000641;275;GlückAuf;05.03.2022;0000 2386 0101 1100;Apr 84;VISA;70;48;8;7
RS0000642;329;GlückAuf;05.03.2022;2624 5500 0966 6220;Mai 16;VISA;28;16;2;2,8
RS0000643;36;GlückAuf;05.03.2022;0000 1072 0621 5200;Jan 21;VISA;113;11;4,5;11,3
RS0000644;193;GlückAuf;05.03.2022;0000 2676 0695 5900;Mai 23;VISA;14;15;4,3;0
RS0000644;193;GlückAuf;05.03.2022;0000 2676 0695 5900;Mai 23;VISA;27;37;1,8;0
RS0000644;193;GlückAuf;05.03.2022;0000 2676 0695 5900;Mai 23;VISA;68;5;6;6,8
RS0000644;193;GlückAuf;05.03.2022;0000 2676 0695 5900;Mai 23;VISA;84;14;0,55;0
RS0000645;;GlückAuf;05.03.2022;2911 2000 0746 7730;Feb 23;VISA;6;31;7;0,6
RS0000646;149;GlückAuf;05.03.2022;0000 4815 0505 0000;Sep 23;VISA;53;29;5;5,3
RS0000647;284;GlückAuf;05.03.2022;0000 7051 0917 0000;Jun 17;Mastercard;45;4;2;4,5
RS0000648;;GlückAuf;05.03.2022;0000 1072 0621 5200;Jan 21;VISA;5;14;5;0,5
RS0000649;151;GlückAuf;05.03.2022;0000 9185 5900 0000;Nov 14;American Express;54;39;5;5,4
RS0000649;151;GlückAuf;05.03.2022;0000 9185 5900 0000;Nov 14;American Express;108;45;7,8;0
RS0000650;;GlückAuf;05.03.2022;0000 7072 1608 1800;Mai 23;Mastercard;69;8;2;6,9
RS0000651;;GlückAuf;05.03.2022;1628 9800 0788 2280;Okt 90;Mastercard;65;4;4,5;6,5
RS0000652;266;GlückAuf;05.03.2022;0000 5921 4636 0300;Feb 23;Mastercard;47;14;9;4,7
RS0000653;;GlückAuf;05.03.2022;0000 1453 2500 0000;Feb 21;VISA;95;2;2;9,5
RS0000654;;GlückAuf;05.03.2022;3901 3000 0756 0270;Nov 23;Mastercard;87;16;0,3;0
RS0000654;;GlückAuf;05.03.2022;3901 3000 0756 0270;Nov 23;Mastercard;95;19;2;9,5
RS0000655;138;GlückAuf;05.03.2022;0000 9850 7500 9400;Jun 20;Mastercard;113;43;4,5;11,3
RS0000656;;GlückAuf;05.03.2022;0000 1268 0523 2800;Feb 18;VISA;70;1;8;7
RS0000657;117;GlückAuf;05.03.2022;0000 7784 0540 4000;Okt 15;Mastercard;90;10;1;9
RS0000658;;GlückAuf;05.03.2022;0693 2900 0222 1333;Jan 21;VISA;54;36;5;5,4
RS0000659;;GlückAuf;05.03.2022;0000 6637 0800 4000;Jan 18;VISA;10;29;0,3;0
RS0000659;;GlückAuf;05.03.2022;0000 6637 0800 4000;Jan 18;VISA;32;36;5;3,2
RS0000659;;GlückAuf;05.03.2022;0000 6637 0800 4000;Jan 18;VISA;72;35;1,8;0
RS0000659;;GlückAuf;05.03.2022;0000 6637 0800 4000;Jan 18;VISA;119;30;1,8;0
RS0000660;291;GlückAuf;05.03.2022;0000 1051 8500 7900;Jun 23;Mastercard;43;21;2,3;4,3
RS0000661;;GlückAuf;05.03.2022;0000 3660 0698 6000;Feb 14;VISA;48;37;4,5;4,8
RS0000662;319;GlückAuf;05.03.2022;0500 0000 0018 2918;Jan 13;VISA;10;4;0,5;1
RS0000663;403;GlückAuf;05.03.2022;3900 0000 0750 7620;Mai 15;VISA;79;18;1,5;7,9
RS0000664;;GlückAuf;05.03.2022;0000 9370 3900 0000;Jan 23;Mastercard;48;48;4,3;0
RS0000664;;GlückAuf;05.03.2022;0000 9370 3900 0000;Jan 23;Mastercard;105;20;5;10,5
RS0000665;39;GlückAuf;05.03.2022;0000 7460 0501 0100;Mai 15;VISA;2;30;4;0,2
RS0000666;;GlückAuf;05.03.2022;0000 5625 0400 6600;Mai 23;VISA;62;44;4;6,2
RS0000667;;GlückAuf;05.03.2022;0000 7072 1608 1800;Mai 23;Mastercard;121;38;4;12,1
RS0000668;21;GlückAuf;05.03.2022;0000 5054 2900 0000;Dez 87;American Express;8;23;8;0,8
RS0000669;;GlückAuf;05.03.2022;0000 5830 0700 2400;Nov 13;American Express;10;8;0,5;1
RS0000669;;GlückAuf;05.03.2022;0000 5830 0700 2400;Nov 13;American Express;15;39;4,3;0
RS0000669;;GlückAuf;05.03.2022;0000 5830 0700 2400;Nov 13;American Express;101;32;1,8;0
RS0000669;;GlückAuf;05.03.2022;0000 5830 0700 2400;Nov 13;American Express;107;49;7,8;0
RS0000670;;GlückAuf;05.03.2022;0000 5720 0400 0000;Feb 83;VISA;111;2;8;11,1
RS0000671;140;GlückAuf;05.03.2022;0000 4832 0603 6200;Jun 83;Mastercard;103;48;5;10,3
RS0000672;;GlückAuf;05.03.2022;8624 5100 0454 7890;Jun 23;Mastercard;109;6;3;10,9
RS0000673;;GlückAuf;05.03.2022;0000 1765 0910 4000;Apr 23;VISA;100;43;5,6;10
RS0000674;325;GlückAuf;05.03.2022;6625 4000 0821 4150;Jan 23;VISA;56;47;6,8;0
RS0000674;325;GlückAuf;05.03.2022;6625 4000 0821 4150;Jan 23;VISA;105;1;5;10,5
RS0000674;325;GlückAuf;05.03.2022;6625 4000 0821 4150;Jan 23;VISA;111;7;7,8;0
RS0000675;;GlückAuf;05.03.2022;0000 5983 0645 6800;Apr 20;VISA;94;8;4;9,4
RS0000676;;GlückAuf;05.03.2022;7625 5000 0467 5020;Jul 23;American Express;6;26;7;0,6
RS0000677;379;GlückAuf;05.03.2022;0800 8500 0186 4149;Mrz 23;VISA;108;9;8;10,8
RS0000678;;GlückAuf;05.03.2022;0697 0700 0024 3758;Jul 19;Mastercard;45;6;2;4,5
RS0000679;170;GlückAuf;05.03.2022;0000 4966 5500 7000;Feb 16;VISA;24;33;2,8;0
RS0000679;170;GlückAuf;05.03.2022;0000 4966 5500 7000;Feb 16;VISA;84;5;0,55;0
RS0000679;170;GlückAuf;05.03.2022;0000 4966 5500 7000;Feb 16;VISA;111;20;8;11,1
RS0000680;;GlückAuf;05.03.2022;0000 3428 0699 9400;Sep 23;American Express;98;8;4,5;9,8
RS0000681;;GlückAuf;05.03.2022;2101 5500 0673 2550;Sep 23;Mastercard;93;25;2,3;9,3
RS0000682;41;GlückAuf;05.03.2022;0000 5828 0210 0200;Aug 23;Mastercard;62;27;4;6,2
RS0000683;;GlückAuf;05.03.2022;0000 5737 0800 8700;Jun 91;Mastercard;47;49;9;4,7
RS0000684;;GlückAuf;05.03.2022;0000 4750 8643 2200;Dez 13;American Express;67;19;3,5;6,7
RS0000684;;GlückAuf;05.03.2022;0000 4750 8643 2200;Dez 13;American Express;108;49;7,8;0
RS0000685;137;GlückAuf;05.03.2022;0000 9563 0614 8600;Aug 13;Mastercard;37;13;0,5;3,7
RS0000686;;GlückAuf;05.03.2022;0000 6150 2304 0000;Dez 88;American Express;98;31;4,5;9,8
RS0000687;;GlückAuf;05.03.2022;0000 8164 3901 3000;Dez 23;Mastercard;65;41;4,5;6,5
RS0000688;212;GlückAuf;05.03.2022;0000 6325 9800 2700;Jun 88;Mastercard;124;19;3;12,4
RS0000689;;GlückAuf;05.03.2022;0000 6071 1600 0000;Okt 15;Mastercard;83;23;0,8;8,3
RS0000689;;GlückAuf;05.03.2022;0000 6071 1600 0000;Okt 15;Mastercard;95;40;1,8;0
RS0000689;;GlückAuf;05.03.2022;0000 6071 1600 0000;Okt 15;Mastercard;112;3;3,8;0
RS0000690;;GlückAuf;05.03.2022;0000 4558 5501 3000;Okt 13;Mastercard;22;11;2;2,2
RS0000691;42;GlückAuf;05.03.2022;0000 4566 2614 1600;Jun 93;Mastercard;69;40;2;6,9
RS0000692;;GlückAuf;05.03.2022;0505 0500 0362 8429;Dez 19;American Express;4;41;5;0,4
RS0000693;;GlückAuf;05.03.2022;1545 3000 0314 5100;Jan 99;VISA;90;39;1;9
RS0000694;7;GlückAuf;05.03.2022;0000 0225 6916 3300;Jun 13;Mastercard;10;20;0,3;0
RS0000694;7;GlückAuf;05.03.2022;0000 0225 6916 3300;Jun 13;Mastercard;68;17;6;6,8
RS0000694;7;GlückAuf;05.03.2022;0000 0225 6916 3300;Jun 13;Mastercard;94;29;3,8;0
RS0000694;7;GlückAuf;05.03.2022;0000 0225 6916 3300;Jun 13;Mastercard;122;9;1,8;0
RS0000695;;GlückAuf;05.03.2022;0000 9850 7500 9400;Jun 20;Mastercard;91;23;1,2;9,1
RS0000696;;GlückAuf;05.03.2022;0500 0000 0209 1298;Mai 14;VISA;37;13;0,5;3,7
RS0000697;239;GlückAuf;05.03.2022;0000 6350 8500 4900;Aug 19;Mastercard;90;36;1;9
RS0000698;;GlückAuf;05.03.2022;0000 4750 8643 2200;Dez 13;American Express;88;13;0,5;8,8
RS0000699;;GlückAuf;05.03.2022;0614 2500 0420 7752;Jun 23;Mastercard;20;30;8;2
RS0000699;;GlückAuf;05.03.2022;0614 2500 0420 7752;Jun 23;Mastercard;30;21;3,8;0
RS0000699;;GlückAuf;05.03.2022;0614 2500 0420 7752;Jun 23;Mastercard;91;9;1;0
RS0000700;84;GlückAuf;05.03.2022;0000 2657 0928 0000;Sep 20;Mastercard;27;18;2;2,7
RS0000701;;GlückAuf;05.03.2022;0000 8476 0694 4100;Nov 23;VISA;111;15;8;11,1
RS0000702;;GlückAuf;05.03.2022;0000 8746 0700 2400;Mrz 17;VISA;15;15;4,5;1,5
RS0000703;387;GlückAuf;05.03.2022;0500 0000 0682 9677;Jun 23;Mastercard;102;30;4;10,2
RS0000704;;GlückAuf;05.03.2022;3923 0000 0784 2310;Apr 19;VISA;26;41;4;2,6
RS0000704;;GlückAuf;05.03.2022;3923 0000 0784 2310;Apr 19;VISA;43;12;2,1;0
RS0000704;;GlückAuf;05.03.2022;3923 0000 0784 2310;Apr 19;VISA;106;18;6,8;0
RS0000705;27;GlückAuf;05.03.2022;0000 1760 0501 0100;Mrz 15;VISA;36;12;0,5;3,6
RS0000706;;GlückAuf;05.03.2022;0000 1765 0910 4000;Apr 23;VISA;94;2;4;9,4
RS0000707;88;GlückAuf;05.03.2022;0000 4968 3500 4800;Jun 88;Mastercard;124;32;3;12,4
RS0000708;;GlückAuf;05.03.2022;0000 2151 0500 1500;Dez 23;VISA;32;7;5;3,2
RS0000709;;GlückAuf;05.03.2022;5510 2000 0856 8040;Jun 79;Mastercard;1;43;1,8;0
RS0000709;;GlückAuf;05.03.2022;5510 2000 0856 8040;Jun 79;Mastercard;98;26;4,5;9,8
RS0000710;282;GlückAuf;05.03.2022;0000 9060 2500 1000;Nov 13;American Express;121;25;4;12,1
RS0000711;;GlückAuf;05.03.2022;0000 9525 6501 0600;Nov 16;American Express;7;47;8;0,7
RS0000712;;GlückAuf;05.03.2022;0000 4966 5500 7000;Feb 16;VISA;27;24;2;2,7
RS0000713;100;GlückAuf;05.03.2022;0000 5766 2914 0000;Jun 99;Mastercard;43;18;2,3;4,3
RS0000714;;GlückAuf;05.03.2022;0000 2820 0300 0000;Jun 15;Mastercard;28;36;1,8;0
RS0000714;;GlückAuf;05.03.2022;0000 2820 0300 0000;Jun 15;Mastercard;29;4;1,5;2,9
RS0000715;401;GlückAuf;05.03.2022;2101 5500 0673 2550;Sep 23;Mastercard;109;41;3;10,9
RS0000716;;GlückAuf;05.03.2022;0000 4815 0504 0000;Jul 17;Mastercard;2;30;4;0,2
RS0000717;;GlückAuf;05.03.2022;0500 0000 0330 9863;Okt 19;Mastercard;19;2;2;1,9
