KundeID;VereinsPartnerID;Vorname;Name;Geschlecht;Geburtsdatum;Telefon;Mobil;Email;Kreditkarte;GueltigBis;KKFirma
389;;Antje;Behlau;w;28.04.2007;02651/51353372;0163/5569280;antje.behlau@hoster.none;0893 2100 0905 7036;10/17;Mastercard
390;VolleRose;Horstmar;Worms;d;28.12.1979;;0179/2274403;horstmar-worms@anymail.none;0905 0000 0979 9862;04/11;American Express
391;;Edelfried;Claßen;m;14.08.1954;04346/89593696;0178/8561489;e.classen@web.none;2617 0000 0384 0930;04/93;VISA
392;;Stanislaus;Groneberg;m;11.09.1917;07666/98231733;0152/1111333;stanislaus_groneberg@email.none;2517 5500 0792 0450;09/13;Mastercard
393;Morgenstern;Leopold;Utecht;m;09.02.2003;06597/38194168;0150/2000457;leopold_utecht@mymail.none;0505 0500 0868 8927;07/15;Mastercard
394;Blaetterglueck;Annehilde;Böll;;26.11.1964;;;annehilde_boell@company.none;6512 4000 0106 0740;06/84;Mastercard
395;;Alwin;Varga;;05.09.1932;03907/15395250;0166/1889669;alwin-varga@email.none;6513 2500 0758 8070;10/00;Mastercard
396;Abendröte;Wilfrid;Ryll;m;11.05.1973;08133/46044403;0175/6471838;w.ryll@inter-mail.none;0697 0700 0024 3758;07/19;Mastercard
397;;Ornulf;Bischoff;m;21.08.1970;06751/10925336;;o-bischoff@ultramail.none;8624 5100 0454 7890;09/06;Mastercard
398;Druff1848;Arnulf;Schug;m;23.11.2003;02644/47461359;0152/4202682;aschug@domain.none;1900 0000 0649 9490;09/09;Mastercard
399;;Reginhardt;Roberts;m;27.10.1952;06381/73988479;0178/6962734;reginhardt_52@private.none;5601 0300 0254 7790;07/13;Mastercard
400;VolleRose;Waldtraud;Welzel;;05.08.1932;02566/49317425;0167/9849539;waldtraud-32@live-mail.none;0940 5400 0257 7978;02/11;American Express
401;;Martha;Mustafa;d;23.05.1933;07172/91750688;0175/4781896;marthamustafa@email.none;2101 5500 0673 2550;09/09;Mastercard
402;;Katharina;Rentz;w;10.05.1997;06563/11914679;0174/9812750;katharina-rentz@lovemail.none;0505 0000 0337 8867;10/02;VISA
403;;Edeltraudt;Weiland;w;30.01.1944;0621/81232205;0172/4446577;edeltraudt.weiland@spam-mail.none;3900 0000 0750 7620;05/15;VISA
404;GlückAuf;Tankred;Lübbers;m;13.05.1922;09003/14219378;0173/9658296;tankred.luebbers@bestmail.none;0537 2200 0814 0246;10/19;Mastercard
405;;Laurenz;Schill;m;31.07.1944;02772/60752478;;laurenz_44@kitty.none;3646 8900 0511 0030;02/07;Mastercard
406;Morgenstern;Friedrun;Fingerhut;w;14.09.1980;;0170/2099341;friedrun80@email.none;7500 0000 0985 0720;02/15;VISA
407;Blaetterglueck;Tabea;Zender;w;05.02.1993;02681/7396061;0167/2266398;tabeazender@bestmail.none;0501 0100 0967 0118;09/17;Mastercard
408;;Gismar;Krügel;m;20.09.1988;04155/8025729;0176/3716716;g-kruegel@goggle-mail.none;3901 3000 0756 0270;10/11;American Express
409;Abendröte;Lena;Brandenburg;w;03.01.1945;09081/92704345;;lena-brandenburg@goggle-mail.none;3600 3300 0764 3410;01/17;VISA
410;;Karina;Wust;w;02.04.1989;06762/3144274;0179/8167911;k_wust@email.none;0100 8500 0920 2127;10/09;Mastercard
